Name;Technique; req;Form;req;Level;Ritual;Special Requirements;Book;Page
Lay to Rest the Haunting Spirit;Pe;;Me;;Gen;;;ArM5;150
Shattering Touch;Pe;;Te;;5;;;Apprenties;47
Fist of Shattering;Pe;;Te;;10;;;ArM5;155
Rusted Decay of Ten-Score Years;Pe;;Te;;10;;;ArM5;155
Saving the Apprentice's Time;Pe;;Te;;10;;;MoH;31
Pit of the Gaping Earth;Pe;;Te;;15;;;ArM5;155
Undoing the Stonemason's Handiwork;Pe;;Te;;15;;;HoH:S;37
Carve Domain;Pe;;Te;;20;;;MoH;31
Obliteration of the Metallic Barrier;Pe;Re;Te;;20;;;ArM5;155
Obliteration of the Traveler's Barrier;Pe;;Te;He;20;;Faerie Magic;SemE;37
Stone to Falling Dust;Pe;;Te;;20;;;ArM5;155
End of the Mighty Castle;Pe;;Te;;25;;;ArM5;155
Flaws of the Weaponsmith;Pe;;Te;;25;;;GotF;60
Gleam of the Freshly Polished Glass;Pe;;Te;;25;;;Covs;122
Mightier Channel, A;Pe;;Te;;25;;;Projects;57
Hauberk of Sublime Lightness;Pe;;Te;;30;;;HoH:S;38
Sudden Well;Pe;;Te;;30;;;AtD;31
Cascade of Rocks;Pe;;Te;;40;;;ArM5;155
Fate of Carthage, The;Pe;;Te;;45;Ritual;;ToP;126
Nails of Iron;Pe;;Vi;;5;;;Projects;84
Break the Shield;Pe;;Vi;;10;;;Projects;85
Chastise the Unruly Fiend;Pe;;Vi;;10;;;MoH;133
Lash of the Chastened Servant;Pe;;Vi;;15;;;RoP:TI;122
Belittle the Ferocious Warlock;Pe;;Vi;;20;;;MoH;134
Paralysis of the Gift;Pe;;Vi;;20;;;Projects;86
Bind the Devil's Hands;Pe;;Vi;;Gen;;;RoP:TI;122
Circle of Clarity;Pe;;Vi;;Gen;;;HoH:TL;75
Cutting the Cords;Pe;;Vi;;Gen;Ritual;;HoH:TL;75
Demon's Eternal Oblivion;Pe;;Vi;;Gen;;;ArM5;160
Disenchant;Pe;;Vi;;Gen;Ritual;;ArM5;160
Dreadful Bane of the Fae;Pe;;Vi;;Gen;;;"GotF/ToME/ 
ToP";60/14/123
Exorcise the Filthy Spirit;Pe;;Vi;;Gen;;;RoP:TI;122
Fumigant of Minor Demons;Pe;;Vi;;Gen;Ritual;;Trans. ME;74
Heathen  Witch Reborn, The;Pe;;Vi;;Gen;;;HoH:S;129
Heathen Witch Reborn, The;Pe;;Vi;;Gen;;;GotF;60
Impede the Impertinent Interloper;Pe;;Vi;;Gen;;;Trans. ME;109
Masking the Odor of Magic;Pe;;Vi;;Gen;;;ArM5;160
Removing the Hearth's Keystone;Pe;;Vi;;Gen;;;Projects;94
Revoke the Protection of (Form);Pe;;Vi;;Gen;;;Cont. Isle;62
Revoke the Protection of (Realm);Pe;;Vi;;Gen;;;Cont. Isle;62
Revoke the Protection of Bonisagus;Pe;;Vi;;Gen;;;Cont. Isle;62
Rooster's Crow, The;Pe;;Vi;;Gen;;Sensory Magic;HoH:MC;29
Sap the Griffin's Strength/ Dragon's Eternal Oblivion;Pe;;Vi;;Gen;;;GotF/ToME;60/14
Shattering the Malicious Rune;Pe;;Vi;;Gen;;;GotF;60
Stripping the Superfluous Realities;Pe;;Vi;;Gen;Ritual;;RoP:M;14
Unravelling the Fabric of (Form);Pe;;Vi;;Gen;;;ArM5;161
Wind of Mundane Silence;Pe;;Vi;;Gen;;;ArM5;161
Avaraciousness of the Ptolemies, The;Re;;An;;4;;;Covs;100
Jongleur's Steps, The;Re;;An;;4;;;Apprenties;46
Securing the Harvest;Re;;An;;4;;;MoH;75
Wizard's Spindle, The;Re;;An;;4;;;MoH;57
Bind Fast;Re;;An;He;5;;;MoH;100
Binding the Mundane Codex;Re;;An;Optional;5;;;Covs;97
Circle of Beast Warding;Re;;An;;5;;;ArM5;120
Copyist's Puissant Quill;Re;;An;;5;;;Trans. ME;100
Disguise of the Putrid Aroma;Re;;An;;5;;;ArM5;120
Even Hand of the Determined Weaver, The;Re;Cr;An;;5;;;MoH;100
Treacherous Cloak, The;Re;;An;;5;;;MoH;100
Weaver's Subtle Art, The;Re;;An;;5;;;MoH;101
A Days Worth of Spinning;Re;;An;;10;;;MoH;100
A Day's Worth of Weaving;Re;;An;;10;;;MoH;100
A Simple Charm for the Recovery of Misfiled Books;Re;;An;;10;;;Covs;100
Hide to Parchment;Re;;An;;10;;;Covs;96
Reorder the Contents of the Armarius;Re;In;An;;10;;;Covs;100
Soothe the Ferocious Bear;Re;;An;;10;;;ArM5;120
A Spell to Milk Cattle;Re;;An;;15;;;Covs;51
Dressing the Human Form in Wool;Re;;An;;15;;;MoH;57
Panic of the Elephant's Mouse;Re;;An;;15;;;ArM5;120
Reorder the Contents of the Armarius;Re;In;An;Me;15;;;Covs;100
Soothing Voice of the Stableman;Re;;An;;15;;;MoH;65
Viper's Gaze;Re;;An;;15;;;ArM5;120
Woolen Steed of Araby;Re;;An;;15;;;Trans. ME;111
Binding the Hermetic Codex;Re;;An;Optional;20;Ritual;;Covs;97
Command of Every Beast, The;Re;;An;;20;Ritual;;Trans. ME;74
Fury of the Charging Bull;Re;;An;;20;;;HoH:S;34
Gentle Herd, The;Re;;An;;20;;;Covs;51
Night Badger's Burrow, The;Re;;An;Te;20;;Magic Realm Magic;RoP:M;28
Plague of Rats;Re;;An;;20;;;A&A;30
Unfaithful Favor, The;Re;;An;;20;;;HoH:TL;139
Verminous Infestation, The;Re;;An;;20;;;A&A;30
Ward Against the Faeries that Creep and Crawl;Re;;An;;20;;;MoH;57
Epona's Bane;Re;;An;;25;;;MoH;28
Gentle Beast, The;Re;;An;;25;;;ArM5;120
Mastering the Unruly Beast;Re;;An;;25;;;ArM5;120
Commanding the Harnessed Beast;Re;;An;;30;;;ArM5;120
Constraint of the Strangling Vestments;Re;;An;;35;;;MoH;57
Summon the Eldritch Bond;Re;;An;;35;;;MoH;28
Bring the Herd to Market;Re;;An;;40;;;Trans. ME;108
Demand of the Frustrated Scholar Soothed;Re;;An;;40;;;Covs;100
Voice of the King;Re;;An;;40;;;MoH;38
Pages of the Unfinished Story;Re;In;An;;45;;;Projects;90
Ward Against the Beasts of Legend;Re;;An;;Gen;;;ArM5;120
Cloak of the Duck's Feathers;Re;;Aq;;5;;;ArM5;124
Break the Oncoming Wave;Re;;Aq;;10;;;ArM5;124
Exactly to Scale;Re;;Aq;Me;10;;;HoH:TL;139
Shackles of the Frozen Ice;Re;;Aq;;10;;;HoH:S;35
Thoughts Distinctly Burned;Re;;Aq;;10;;;Covs;97
Breath of Winter;Re;;Aq;;15;;;ArM5;124
Push of the Gentle Wave;Re;;Aq;;15;;;ArM5;124
Still the Raging Waters;Re;;Aq;;15;;;GotF;96
Captured by Hodor's Shackles;Re;;Aq;;20;;;MoH;75
Swallowed by the Mist;Re;;Aq;;20;;;MoH;75
Flame Tounge;Re;;Aq;Ig;25;;;Projects;16
Bridge of Frost;Re;;Aq;;30;;;ArM5;124
Chaos of the Angry Waves;Re;;Aq;;30;;;ArM5;124
Parting the Waves;Re;;Aq;;30;;;ArM5;124
Waves of Drowning and Smashing;Re;;Aq;;30;;;ArM5;124
Ice of Drowning;Re;;Aq;;35;;;ArM5;124
Pull of the Watery Grave;Re;;Aq;;35;;;ArM5;124
Sail With the Tide;Re;;Aq;;35;;;Projects;74
Tower of Whirling Water;Re;;Aq;;35;;;ArM5;124
Neptune's Wrath;Re;;Aq;;40;Ritual;;ArM5;125
Tower of Lava;Re;;Aq;;50;Ritual;;Projects;19
Ward Against Faeries of the Waters;Re;;Aq;;Gen;;;ArM5;124
Unruffled Traveler, The;Re;;Au;;4;;;Apprenties;48
Wind at the Back;Re;;Au;;5;;;ArM5;128
Ward Against Rain;Re;;Au;;10;;;ArM5;128
Movement Within the Sirocco;Re;;Au;;25;;;MoH;12
Ward Against the Sirocco;Re;;Au;;25;;;MoH;12
Clouds of Thunderous Might;Re;;Au;;30;;;ArM5;128
Gathering of the Stormy Might;Re;;Au;;40;;;ArM5;129
Lifting the Storm;Re;;Au;;45;;;Projects;74
Ward Against Faeries of the Air;Re;;Au;;Gen;;;ArM5;128
Befuddled Speaker;Re;;Co;;5;;;Projects;84
Curse of the Baby's Bladder;Re;;Co;;5;;;Apprenties;46
Curse of the Unruly Tongue;Re;;Co;;5;;;ArM5;134
In Christ's Footsteps;Re;;Co;;5;;;GotF;96
Spasms of the Uncontrolled Hand;Re;;Co;;5;;;ArM5;134
Follower's Bane;Re;;Co;;10;;Faerie Magic;MoH;122
Rise of the Feathery Body;Re;;Co;;10;;;ArM5;134
Sealing the Lips;Re;;Co;;10;;;MoH;58
Tossing the Brawling Brute;Re;;Co;;10;;;BCoC;75
Ward Against the Curious Scullion;Re;;Co;;10;;;Covs;104
Despair of the Quivering Manacles;Re;;Co;;15;;;ArM5;134
Endurance of the Berserkers;Re;;Co;;15;;;ArM5;134
Gift of the Frog's Legs;Re;;Co;;15;;;ArM5;134
Lifting the Dangling Puppet;Re;;Co;;15;;;ArM5;134
Marking the Territory;Re;;Co;;15;;Sensory Magic;HoH:MC;29
Promenade of Caesar, The;Re;;Co;;15;;Fertility Magic;AncMag;56
Retreat into the Shell of Shadow;Re;;Co;;15;;;MoH;131
"Then I was the Craftsman at His Side. I was Filled with  
Delight Day After Day";Re;;Co;;15;;Holy Magic, Intervention/Purity;Cont. Isle;67
Trap of Amber;Re;;Co;;15;;;Projects;85
Wizard's Leap;Re;;Co;;15;;;HoH:S;36
Arachne's Tuition;Re;;Co;;20;;;MoH;101
Bridge Without Wood, A;Re;;Co;;20;;;Trans. ME;108
Gift of Vigor, The;Re;;Co;;20;;;ArM5;134
It will be Health to Your Flesh and Strength to Your Bones;Re;;Co;;20;;Holy Magic, Trancendence/Purity;Cont. Isle;67
Jump of the Lynx;Re;;Co;;20;;;MoH;124
Mercury's Winged Sandals;Re;;Co;;20;;;Trans. ME;111
Protesting Adversary Held Still, The;Re;;Co;;20;;;MoH;132
Remain within these Walls;Re;;Co;;20;;Hermetic Geometry;MoH;101
Stance of the Firm Buttoked Knight;Re;;Co;;20;;;L&tL;60
Tireless Flight, The;Re;;Co;;20;;Mutantum;HoH:TL;102
Topple the Brutish Band;Re;;Co;;20;;;BCoC;75
Awaken the Slumbering Corpse;Re;;Co;;25;;;ArM5;134
Blessed Releif of the Benighted Reins;Re;;Co;;25;;;A&A;60
Division According to Blood;Re;In;Co;;25;;;Projects;88
Sever the Unwanted Limb;Re;;Co;;25;;;A&A;60
Stillness of the Dead;Re;;Co;An;25;;;MoH;84
Strings of the Unwilling Marionette;Re;;Co;;25;;;ArM5;135
"That I May Cone Unto You with Joy by the Will of God, and  
May With You be Refreshed";Re;;Co;;25;;Holy Magic, Trancendence/Purity;Cont. Isle;67
Hold Chur;Re;;Co;;30;;;MoH;22
House Arrest of the Unruly Child;Re;;Co;;30;;;MoH;22
It's Raining Men;Re;;Co;;30;;;MoH;22
Possess the Deceased Host;Re;;Co;;30;;Must be a living ghost;TMRE;74
Possess the Living Host;Re;;Co;;30;;Must be a living ghost;TMRE;74
Seven-League Stride;Re;;Co;;30;;;ArM5;135
Animate the Slumbering Corpse;Re;;Co;Me;35;;;Projects;97
Awaken the Colosus;Re;;Co;;35;;;Projects;117
Awaken the Slumbering Dead;Re;;Co;;35;;;BCoC;74
Leap of Homecoming, The;Re;;Co;;35;;;ArM5;135
Seven Leagues Travel;Re;;Co;;35;;;MoH;22
Walking Corpse, The;Re;;Co;Me;35;Ritual;;ArM5;135
Control the Dead Turb;Re;;Co;;40;;;Projects;116
Licking the Blade;Re;;Co;;40;;;Projects;87
Morphean Gate, The;Re;Mu;Co;Me;40;;Greater Dream Grimore;TMRE;109
Control the Dead Army;Re;;Co;;45;;;Projects;116
Messenger's Shortcut, The;Re;;Co;An;45;;;Trans. ME;108
Passage to the Place Pictured;Re;;Co;;45;Ritual;Defixio Magic;AncMag;45
Summoning the Ancestor Spirit;Re;;Co;;45;Ritual;;Trans. ME;44
Control the Dead Horde;Re;;Co;;50;;"Misnamed Control the Dead  
Army";Projects;117
Mobile Infantry, The;Re;;Co;;50;;;Trans. ME;108
Impassable River, the;Re;;Co;;60;Ritual;;Trans. ME;45
A Useful Inculcator of Comments;Re;;He;;4;;;Covs;99
Acorns for Amusement;Re;;He;;5;;;ToME;55
Brew the Healing Tonic;Re;;He;;5;;;A&A;70
Clothier's Craft Done in an Instant;Re;;He;;5;;;MoH;58
Dance of the Staves;Re;;He;;5;;;ArM5;138
Daner's Dame, The;Re;;He;;5;;;Apprenties;46
Mended Tear, The;Re;;He;;5;;;MoH;58
Rickety Stack;Re;;He;;5;;;ToME;55
Repel the Wooden Shafts;Re;;He;;10;;;ArM5;138
Rough Hewn Servant;Re;;He;;10;;;ToME;55
Danse of the Spidery Ink;Re;Mu;He;;15;;;Projects;92
Drawing Up the Siege Ladder;Re;;He;;15;;;Covs;101
Enemies All Aquiver;Re;;He;;15;;;ToME;55
Ring of Ever Bloom;Re;;He;;15;;;MoH;39
Strike of the Angered Branch;Re;;He;;15;;;ArM5;138
Tangle of Wood and Thorns;Re;;He;;15;;;ArM5;138
Work of a Hundred Querns;Re;;He;;15;;;Trans. ME;120
Animate Attire, The;Re;;He;;20;;;MoH;58
Casrved Assassin;Re;;He;;20;;;ToME;55
Coils of the Entangling Plants;Re;;He;;20;;;ArM5;138
Elfin Baker, The;Re;;He;;20;;;Trans. ME;121
Embroidering the Wizard's Robes;Re;;He;;20;;;MoH;58
Everlasting Music;Re;;He;An;20;;Spell Timing;MoH;124
Mend thy Broken Strings;Re;;He;;20;;;MoH;139
Tomb of Kaineus;Re;;He;;20;;;ToME;55
Controlled Growth;Re;;He;;25;Ritual;;MoH;39
Halt the Piercing Shafts;Re;;He;Te;25;;;MoH;50
Lord of the Trees;Re;;He;;25;;;ArM5;139
Mystical Carpenter, The;Re;;He;;25;;;Covs;51
Treacherous Spear, The;Re;;He;;25;;;ArM5;139
Tree Top Walk;Re;;He;;25;;;MoH;39
Twist the Living Tree;Re;;He;;25;;;ArM5;139
Ward Against Wood;Re;;He;;25;;;ArM5;139
Freeing the Striding Tree;Re;;He;;30;;;ArM5;139
Prison Floral;Re;;He;;30;;;MoH;40
Unseen Shipwright;Re;;He;Te;30;;;Projects;64
Vessel of the Clouds;Re;;He;;30;;;Trans. ME;112
Carnivorous House;Re;;He;;35;;;ToME;55
Instant Harvest, The;Re;;He;;35;;;Trans. ME;108
Hands of Phereclus, The;Re;;He;Te;40;;;Projects;63
The Unexpected Blossom;Re;;He;;40;;;Trans. ME;41
Calling the Council of the Trees;Re;In;He;;45;Ritual;;ArM5;139
Command of the Forrest;Re;;He;Me;55;Ritual;;MoH;40
Murderous Woodland;Re;;He;;55;Ritual;;Trans. ME;74
Ward Against Faeries of the Wood;Re;;He;;Gen;;;ArM5;138
Tremulous Vault of the Torch's Flame;Re;;Ig;;5;;;ArM5;142
Discourse of Glowing Tongues;Re;;Ig;;10;;;MoH;111
Leap of the Fire;Re;;Ig;;10;;;ArM5;143
Ward Against Flame;Re;;Ig;;15;;;Covs;104
Coerce the Spirit of Fire;Re;;Ig;;20;;;TMRE;28
Command the Living Fire;Re;;Ig;;20;;;RoP:M;133
Light Shaft of the Night;Re;;Ig;;20;;;ArM5;143
Obedient Fire, The;Re;;ig;;20;;;HoH:S;37
Burst of the Sweeping Flames;Re;;Ig;;25;;;ArM5;143
Discriminating Flames;Re;;Ig;;25;;;MoH;112
Ward Against Heat and Flames;Re;;Ig;;25;;;ArM5;143
Petite Phoenix;Re;;Ig;;30;;;MoH;112
Ring of Protection against Magical Creatures of Fire;Re;;Ig;;35;;;Projects;25
Unified Flame;Re;;Ig;;35;;;MoH;112
Ward Against Immolation;Re;;Ig;;35;;;MoH;112
Ward Against Mundane Intrusions;Re;;Ig;"An,Aq,  
Co,He";35;;;Covs;104
Summoning the Spirit of Fire;Re;;Ig;;40;;;TMRE;29
Entrapped Flame, The;Re;;Ig;;45;;;Projects;26
Circle of Undisturbed Rest;Re;;Im;;5;;;MoH;30
Illusion of the Shifted Image;Re;;Im;;10;;;ArM5;146
Wizard's Sidestep;Re;;Im;;10;;;ArM5;147
Color Explosion;Re;;Im;;15;;;MoH;125
Captive Voice, The;Re;;Im;;25;;;ArM5;147
Confusion of the Insane Vibrations;Re;;Im;;30;;;ArM5;147
Image from the Wizard Torn;Re;In;Im;;30;;;ArM5;147
Illusion of the Misplaced Castle;Re;;Im;;50;Ritual;;ArM5;147
Restore the Moved Image;Re;;Im;;Gen;;;ArM5;146
Hypnotic Gaze;Re;;Me;;5;;;Apprenties;46
Slap of Awakening;Re;;Me;;5;;;Apprenties;47
Call to Slumber, The;Re;;Me;;10;;;ArM5;151
Snap of Awakening;Re;;Me;;10;;;ArM5;151
Touch of Falling Feathers;Re;;Me;;10;;;Projects;85
Confusion of the Numbed Will;Re;;Me;;15;;;ArM5;151
Aura of Rightful Authority;Re;;Me;;20;;;ArM5;151
Call the Dream;Re;;Me;;20;;;A&A;34
Coerce the Spirit of Anger;Re;;Me;;20;;;HoH:S;99
Coerce the Spirits of the Night;Re;;Me;;20;;;ArM5;152
Enchantment of my Lover's Eye;Re;;Me;;20;;;BCoC;74
Enchantment of My Lover's Eye;Re;;Me;;20;;;BCoC;74
Lay Your Burdens on Me;Re;;Me;;20;;;MoH;141
Resolute Mind of the Tireless Researcher, The;Re;;Me;;20;;;Covs;122
Scent of Peaceful Slumber;Re;;Me;;20;;;ArM5;152
Searching the Haystack for a Needle;Re;;Me;;20;;;A&A;34
Singlemindedness of the Concentration Wizard;Re;;Me;;20;;;A&A;34
Sinister Road;Re;;Me;;20;;;MoH;126
Trust Me;Re;;Me;;20;;;HoH:TL;73
Aura of Inconsequence;Re;;Me;;25;;;HoH:TL;73
Imprison a ghost n a Vessel;Re;;Me;;25;;;Projects;97
Burning the Issue of the Day;Re;;Me;;30;;;HoH:S;98
Dancing Mania;Re;;Me;;30;;;MoH;126
Endless Laughter;Re;;Me;;30;;;MoH;126
Penitent's Confession, The;Re;;Me;;30;;;HoH:TL;73
Raise the Siege;Re;;Me;;30;;;LoM;116
Visions of the Infernal Terrors;Re;;Me;;30;;;ArM5;152
Call to Arms;Re;In;Me;Co;35;Ritual;Defixio Magic;AncMag;44
Hibernation of the Slumbering Turb;Re;Cr;Me;;35;Ritual;Sensory Magic;HoH:MC;29
Slave of Charity;Re;;Me;;35;;;MoH;30
Visage of Mot, The;Re;;Me;;35;Ritual;Canaanite Necromancy;AncMag;33
Voices From Hollow Spaces;Re;;Me;;35;;;HoH:TL;140
Enslave the Mortal Mind;Re;;Me;;40;;;ArM5;152
Extracting the False Confession;Re;;Me;;40;;;ToP;116
Face in the Mirror, The;Re;;Me;;40;;;HoH:TL;140
Incantation of Summoning the Dead;Re;;Me;;40;Ritual;;ArM5;152
Shrouded Glen, The;Re;;Me;;40;Ritual;;ArM5;152
Summoning the Spirit of Anger;Re;;Me;;40;;;HoH:S;99
Exchange of the Two Minds;Re;;Me;;55;Ritual;;ArM5;152
Call the Fallen Eagles From the Mist;Re;;Me;;65;Ritual;;HoH:TL;141
Fortification of the Memory Palace;Re;;Me;;Gen;;;TMRE;27
Ring of Warding Against Spirits;Re;;Me;;Gen;;;ArM5;151
Invisible Glassworker, The;Re;;Te;;4;;;Covs;51
Reward Delivered, The;Re;;Te;;4;;;Apprenties;47
Scribe te Perfect Circle;Re;Cr;Te;;4;;Hermetic Numerology;MoH;102
Scribe the Perfect Circle;Re;Cr;Te;;4;;;TMRE;96
Unseen Arm;Re;;Te;;5;;;ArM5;155
Unseen Arm, The;Re;;Te;;5;;Hermetic Numerology;MoH;102
Wizard's Parry, The;Re;;Te;;5;;;MoH;50
Disarm the Warrior;Re;;Te;;10;;;MoH;50
Grasp of the Distant Slingstone;Re;;Te;;10;;;SemE;37
Invisible Sling of Vilano;Re;;Te;;10;;;HoH:S;38
Key of Theodorus, The;Re;;Te;;10;;;C&G;10
Trackless Step;Re;;Te;;10;;;ArM5;155
Unseen Porter, The;Re;;Te;;10;;;ArM5;156
Well Trodden Path, the;Re;;Te;;10;;;MoH;141
Wielding the Invisible Sling;Re;;Te;;10;;;ArM5;155
Autodictation;Re;;Te;;15;;;Covs;96
Earth's Carbuncle, The;Re;Mu;Te;;15;;;ArM5;156
Foras Vim;Re;;Te;;15;;;MoH;31
Gift of the Oneiropomp;Re;Mu;Te;Me;15;;Greater Dream Grimore;TMRE;109
Hands of the Grasping Earth;Re;Mu;Te;;15;;;ArM5;156
Instant Ring Fort;Re;;Te;;15;;;MoH;50
Ominous Levitation of the Weighty Stone;Re;;Te;;15;;;HoH:S;38
Retrieve the Bloody Arrow;Re;;Te;;15;;;Cont. Isle;62
Scribe's Touch, The;Re;;Te;;15;;;Covs;96
Spell of Wrought Iron, The;Re;;Te;;15;;;Covs;51
Tilled Soil;Re;;Te;;15;;;MoH;40
Crest of the Earth Wave;Re;;Te;;20;;;ArM5;156
Forgiving Earth, The;Re;;Te;;20;;;ArM5;156
Invisible Hand of the Theif;Re;;Te;;20;;;MoH;93
Perfected Structure, The;Re;Cr;Te;He;20;;;TMRE;96
Perfection of the Well-Designed Chamber;Re;Cr;Te;He;20;;;TMRE;96
Phantom Blacksmith, The;Re;;Te;;20;;;Covs;51
Season's Inning, A;Re;;Te;Aq;20;Ritual;;Projects;56
Unerring Lance, The;Re;;Te;;20;;;L&tL;60
Unyielding Earth;Re;;Te;;20;;;ArM5;156
Abrading Stones;Re;;Te;;25;;;AtD;31
Creeping Earth;Re;;Te;;25;;;Projects;16
Follow the Route I Command;Re;;Te;;25;;;Projects;57
Heart That Could Move Stone, The;Re;;Te;;25;;;Projects;18
Nature's Kindest Seat;Re;;Te;;25;;;MoH;142
Prodigal Returns, The;Re;;Te;;25;;;Projects;90
Ambulatory Laboratory, The;Re;;Te;;30;;;Covs;122
Circular Wall of Shields;Re;;Te;;30;;;MoH;50
Crystal Rain;Re;;Te;;30;;;Projects;89
Deny Them the Bridge;Re;;Te;;30;;;Trans. ME;45
Earth Shock;Re;;Te;;30;;;ArM5;156
Earth Split Asunder, The;Re;;Te;;30;;;ArM5;156
Glass Broom;Re;;Te;;30;;;Projects;89
Mold the Earth Within Sight;Re;;Te;;30;;;MoH;40
Careful Removal of a Perfect Landscape, A;Re;;Te;;35;Ritual;;Trans. ME;63
Creeping Chasm;Re;;Te;;35;;;ArM5;156
Rapacious Hand of the Highwayman;Re;;Te;;35;;;Trans. ME;109
Second Remove of the Giant's Dance, The;Re;;Te;;35;Ritual;;Trans. ME;63
Field of Millstones, the;Re;;Te;;40;;;AtD;31
Awaken Sleeping Giant!;Re;;Te;Ig;45;Ritual;;Projects;13
Portage of the Eagles;Re;;Te;;45;;;Trans. ME;109
Diverting the River;Re;;Te;;50;;;AtD;31
Pitsdim's Downfall;Re;;Te;;50;;;BCoC;75
Scorn of Aphrodite's Tears;Re;;Te;Ig;70;Ritual;;Projects;16
Hermes' Portal;Re;;Te;;75;Ritual;;ArM5;156
Ward Against Faeries of the Mountain;Re;;Te;;Gen;;;ArM5;155
Cleanse the Verminous Vis;Re;;Vi;;15;;;RoP:TI;122
Distillation of the Purist Stream;Re;;Vi;;15;;;Covs;77
Gather the Essence of the Beast;Re;;Vi;;15;;;ArM5;162
Command the Vile Spirit;Re;;Vi;;20;;;RoP:TI;122
Swift Wings of Timeless Days;Re;;Vi;;20;;Magic Realm Magic;RoP:M;28
Divide the Gathered Essence;Re;;Vi;;25;;;TMRE;40
A Day's Grace;Re;;Vi;;30;;Celestial Magic;MoH;102
Adjuration of the Hell-Sworn Spirit;Re;;Vi;;Gen;;;RoP:TI;122
Aegis of the Hearth;Re;;Vi;;Gen;Ritual;;ArM5;161
Arcane Seal;Re;;Vi;;Gen;;;Projects;81
Bind the Mystical Structure;Re;;Vi;;Gen;Ritual;Hermetic Archetecture;TMRE;98
Break the Siege;Re;;Vi;;Gen;;;Projects;81
Circular Ward Against Demons;Re;;Vi;;Gen;;;ArM5;162
Cursed Day, The;Re;;Vi;;Gen;;;Projects;80
Evil Eye, The;Re;;Vi;;Gen;;;Projects;80
Guttering of the Home Fires;Re;;Vi;;Gen;;;Projects;94
Invoke the Pact of (Daimon);Re;;Vi;;Gen;Ritual;Hermetic Theurgy;TMRE;80
Invoke the Pact of Zelos;Re;;Vi;;Gen;;Hermetic Theurgy;HoH:S;100
Maintaining the Demanding Spell;Re;;Vi;;Gen;;;ArM5;162
Master's Message;Re;;Vi;;Gen;;;Projects;81
Minute of Reckoning, The;Re;;Vi;;Gen;;;Projects;80
Opening the Intangible Tunnel;Re;;Vi;;Gen;;;ArM5;162
Patient Spell, The;Re;;Vi;;Gen;;;MoH;113
Quiet the Cursing Tounge;Re;;Vi;;Gen;;;HoH:S;129
Suppressing the Wizard's Handiwork;Re;;Vi;;Gen;;;ArM5;162
Sustain a Spell of (Form);Re;;Vi;form;Gen;;Spell Binding;TMRE;27
Watching Ward;Re;;Vi;;Gen;Ritual;;ArM5;162
Wizard's Siege;Re;;Vi;;Gen;;;Projects;80
Wrappings of Metaphysical Iron;Re;;Vi;;Gen;;;MoH;68
Ascendant Form of the Intendant Heirarch;Technique;;Form;;Gen;Ritual;Ascending to the Hall of Heroes;TMRE;82
Invoke the Spirit of (Form);Technique;;Form;;Gen;;Hermetic Theurgy;TMRE;80
Invoke the Spirit of (Spell);Technique;;Form;;Gen;;Hermetic Theurgy;TMRE;79
Tranformation of the Living Ghost;Technique;;Form;;Gen;Ritual;Living Ghost;TMRE;71
